IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi5g16740.1|pacid:21826689	1.043697288	327.2978552	0.150369352	6.940891062	3.90E-12	1.16E-10	GO:0016021	Cytochrome b561/ferric reductase transmembrane protein family	"cytochrome b561, putative, expressed"
bradi5g16817.3|pacid:21824708	2.49140324	188.2933439	0.244308694	10.1977674	2.03E-24	2.26E-22	"GO:0004672,GO:0005524,GO:0006468,GO:0005515"	Leucine-rich repeat protein kinase family protein	"leucine-rich repeat family protein, putative, expressed"
bradi5g16980.1|pacid:21824140	-1.022894457	2780.78507	0.290045644	-3.526667196	0.000420825	0.002393777	"GO:0003924,GO:0005525"	Translation elongation factor EFG/EF2 protein	"elongation factor, putative, expressed"
bradi5g16990.1|pacid:21824684	-1.960715427	3.65220339	0.522466752	-3.752804213	0.000174867	0.001122815		Vacuolar iron transporter (VIT) family protein	"integral membrane protein, putative, expressed"
bradi5g17080.1|pacid:21826119	2.883184118	34.78499001	0.335521392	8.593145426	8.46E-18	5.08E-16	"GO:0008270,GO:0005622"	salt tolerance homolog2	"B-box zinc finger family protein, putative, expressed"
bradi5g17130.1|pacid:21826759	1.298847133	39.02583032	0.287527652	4.517294676	6.26E-06	6.04E-05			
bradi5g17170.1|pacid:21824743	-2.069603912	201.2619017	0.569223512	-3.635837009	0.000277079	0.001670258	"GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634"	homeobox 7	"homeobox associated leucine zipper, putative, expressed"
bradi5g17200.1|pacid:21825825	-1.768391861	37.02537129	0.423963083	-4.171098693	3.03E-05	0.000241261		"Protein of unknown function, DUF584"	"DUF584 domain containing protein, putative, expressed"
bradi5g17300.1|pacid:21825008	-2.887465373	30.16350632	0.340584353	-8.477974256	2.29E-17	1.31E-15	"GO:0008762,GO:0016491,GO:0050660,GO:0055114"	FAD-binding Berberine family protein	"reticuline oxidase-like protein precursor, putative, expressed"
bradi5g17340.2|pacid:21824552	1.243404267	23.63337103	0.297896278	4.173950321	2.99E-05	0.00023903	"GO:0005515,GO:0042393,GO:0008270,GO:0018024,GO:0034968,GO:0005634"	SU(VAR)3-9 homolog 5	"histone-lysine N-methyltransferase, putative, expressed"
bradi5g17347.1|pacid:21824066	1.893622431	10.13881273	0.39969533	4.737664635	2.16E-06	2.32E-05	"GO:0019901,GO:0000079"	cyclin p4;3	"cyclin, putative, expressed"
bradi5g17480.1|pacid:21824921	-1.080837797	725.0017359	0.315061825	-3.43055779	0.000602342	0.003251031	"GO:0003700,GO:0006355"	ethylene responsive element binding factor 1	"ethylene-responsive transcription factor, putative, expressed"
bradi5g17590.1|pacid:21823854	1.472764802	5.425045867	0.527674387	2.791048489	0.00525376	0.019752137			expressed protein
bradi5g17640.1|pacid:21824072	-2.777101342	24.72153421	0.333188376	-8.33492864	7.75E-17	4.17E-15	"GO:0003700,GO:0006355"	Integrase-type DNA-binding superfamily protein	"AP2 domain containing protein, expressed"
bradi5g17670.1|pacid:21826266	1.153836047	76.31758576	0.207664645	5.556246938	2.76E-08	4.37E-07		Uncharacterised conserved protein (UCP012943)	expressed protein
bradi5g17730.1|pacid:21825490	1.389288136	0.908385111	0.57934511	2.398032042	0.016483423	0.049648986			"zinc finger protein, putative, expressed"
bradi5g17880.1|pacid:21825745	1.370413033	109.0718273	0.266506018	5.142146661	2.72E-07	3.54E-06	"GO:0016757,GO:0006486"	Nucleotide-diphospho-sugar transferases superfamily protein	"glycosyl transferase 8 domain containing protein, putative, expressed"
bradi5g17900.3|pacid:21824928	1.748139477	8.093990642	0.478708878	3.651779943	0.000260429	0.001585059	GO:0005198	Plant VAMP (vesicle-associated membrane protein) family protein	"MSP domain containing protein, expressed"
bradi5g17940.1|pacid:21824815	1.119274625	13.24083473	0.336984274	3.321444679	0.000895527	0.004566241	"GO:0055085,GO:0016021"	phosphate starvation-induced gene 3	"transporter, major facilitator family, putative, expressed"
bradi5g18000.1|pacid:21825467	-1.785106242	400.005919	0.348721279	-5.119005782	3.07E-07	3.96E-06	"GO:0004602,GO:0006979,GO:0055114,GO:0016209,GO:0016491"	glutathione peroxidase 6	"glutathione peroxidase domain containing protein, expressed"
bradi5g18020.1|pacid:21825584	-2.311193881	14.28924239	0.408747485	-5.654331749	1.56E-08	2.58E-07	"GO:0016758,GO:0008152"	UDP-Glycosyltransferase superfamily protein	"cis-zeatin O-glucosyltransferase, putative, expressed"
bradi5g18030.1|pacid:21824926	-2.938660495	20.91043693	0.410097618	-7.165758503	7.74E-13	2.53E-11	"GO:0016758,GO:0008152"	UDP-glycosyltransferase 73B4	"cis-zeatin O-glucosyltransferase, putative, expressed"
bradi5g18040.1|pacid:21826046	-2.245180493	129.5736815	0.385964424	-5.817065908	5.99E-09	1.07E-07	"GO:0016758,GO:0008152"	UDP-glycosyltransferase 73B4	"cis-zeatin O-glucosyltransferase, putative, expressed"
bradi5g18090.1|pacid:21825687	1.216420662	11.04832395	0.338670634	3.591751219	0.000328463	0.001933555			expressed protein
bradi5g18150.1|pacid:21824113	-1.47397795	119.576156	0.202370926	-7.283546001	3.25E-13	1.13E-11		Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related	expressed protein
bradi5g18240.1|pacid:21825868	1.563622942	8.312248105	0.402820555	3.881686082	0.000103735	0.00071342			"amine oxidase, putative, expressed"
bradi5g18290.1|pacid:21826112	-1.119332355	81.38293028	0.173469374	-6.452622335	1.10E-10	2.62E-09			"coiled-coil domain-containing protein 124, putative, expressed"
bradi5g18420.2|pacid:21824998	-2.377367675	143.8110867	0.246598737	-9.640632004	5.39E-22	4.88E-20	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"protein kinase APK1B, chloroplast precursor, putative, expressed"
bradi5g18490.1|pacid:21825096	1.233574146	133.1693281	0.302327161	4.080262399	4.50E-05	0.000341899		Transmembrane amino acid transporter family protein	"transmembrane amino acid transporter protein, putative, expressed"
bradi5g18750.1|pacid:21825608	-1.478697564	98.51203347	0.20957855	-7.055576856	1.72E-12	5.40E-11	"GO:0004252,GO:0016021,GO:0006508"	RHOMBOID-like protein 6	"OsRhmbd11 - Putative Rhomboid homologue, expressed"
bradi5g18820.2|pacid:21826019	2.496678603	158.537885	0.223420198	11.17481151	5.42E-29	8.29E-27		phloem protein 2-A13	"OsFBX148 - F-box domain containing protein, expressed"
bradi5g18830.1|pacid:21826469	-2.113214123	60.97447998	0.197950805	-10.67545104	1.33E-26	1.72E-24	"GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020"	MATE efflux family protein	"MATE efflux family protein, putative, expressed"
bradi5g18870.1|pacid:21826116	2.391483856	59.64014538	0.407965681	5.861973124	4.57E-09	8.43E-08		peptidoglycan-binding LysM domain-containing protein	"lysM domain containing protein, putative, expressed"
bradi5g19000.1|pacid:21823953	1.358364555	188.5756993	0.192163498	7.068795938	1.56E-12	4.93E-11	"GO:0003677,GO:0006334,GO:0000786,GO:0005634"	histone H1-3	"histone H1, putative, expressed"
bradi5g19130.1|pacid:21825934	-1.673448107	347.8524779	0.550039916	-3.042412118	0.002346903	0.010237167	"GO:0005506,GO:0016491,GO:0006633,GO:0055114"	beta-hydroxylase 1	"fatty acid hydroxylase, putative, expressed"
bradi5g19170.1|pacid:21826350	-1.570898909	2.227222257	0.554075685	-2.835170267	0.004580127	0.017656747	"GO:0016757,GO:0016020"	Protein of unknown function (DUF604)	"fringe-related protein, putative, expressed"
bradi5g19180.1|pacid:21825049	-1.742057174	35.80916519	0.350227934	-4.974066903	6.56E-07	7.83E-06		brassinosteroid-responsive RING-H2	"zinc finger, C3HC4 type domain containing protein, expressed"
bradi5g19190.1|pacid:21826699	-1.752560141	19.45295036	0.305411822	-5.738350702	9.56E-09	1.66E-07		SCARECROW-like 8	"GRAS family transcription factor domain containing protein, expressed"
bradi5g19240.1|pacid:21826599	-1.53236972	23.97496691	0.278583122	-5.50058349	3.79E-08	5.85E-07	"GO:0016491,GO:0016706,GO:0055114"	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	"naringenin,2-oxoglutarate 3-dioxygenase, putative, expressed"
bradi5g19330.1|pacid:21825504	2.293334023	207.6944918	0.556604651	4.120220734	3.79E-05	0.000293326		oxidative stress 3	expressed protein
bradi5g19380.1|pacid:21826422	-3.095149326	217.0725312	0.396281742	-7.810476727	5.70E-15	2.45E-13	GO:0003677	Homeodomain-like superfamily protein	"MYB family transcription factor, putative, expressed"
bradi5g19600.1|pacid:21824415	-1.438304699	29.23293376	0.259270407	-5.547508153	2.90E-08	4.58E-07		Protein of unknown function (DUF581)	"DUF581 domain containing protein, expressed"
bradi5g19610.1|pacid:21825552	-1.963814534	167.8308627	0.405841448	-4.838871303	1.31E-06	1.47E-05		Protein of unknown function (DUF581)	"DUF581 domain containing protein, expressed"
bradi5g19620.1|pacid:21826714	-2.281599334	30.54552898	0.289787077	-7.873364679	3.45E-15	1.53E-13		Protein of unknown function (DUF581)	"DUF581 domain containing protein, expressed"
bradi5g19640.1|pacid:21824495	-2.991601388	12.42133773	0.499143865	-5.9934652	2.05E-09	4.02E-08		Protein of unknown function (DUF581)	"DUF581 domain containing protein, expressed"
bradi5g19650.1|pacid:21825087	-2.504689299	67.71215953	0.273376198	-9.162060635	5.09E-20	3.81E-18		Protein of unknown function (DUF581)	"DUF581 domain containing protein, expressed"
bradi5g19660.1|pacid:21826589	-2.2524061	60.91114139	0.268729308	-8.381691284	5.22E-17	2.84E-15		Protein of unknown function (DUF581)	"DUF581 domain containing protein, expressed"
bradi5g19680.1|pacid:21825225	-2.109667889	656.0250684	0.169636985	-12.4363675	1.66E-35	3.90E-33		Malectin/receptor-like protein kinase family protein	"FERONIA receptor-like kinase, putative, expressed"
bradi5g19710.1|pacid:21825748	1.815190931	1.285249033	0.591082253	3.070961652	0.002133706	0.009430157		purine permease 11	"purine permease, putative, expressed"
bradi5g19727.1|pacid:21824437	2.433894176	19.12954379	0.4290941	5.67216882	1.41E-08	2.35E-07		purine permease 11	"purine permease, putative, expressed"
bradi5g19734.1|pacid:21825463	1.502357027	1.037506067	0.583238925	2.575886078	0.009998358	0.033443077			expressed protein
bradi5g19787.2|pacid:21824691	-1.598199452	183.5422947	0.241569335	-6.615903683	3.69E-11	9.43E-10	"GO:0005524,GO:0016887,GO:0042626,GO:0006810,GO:0055085,GO:0016021"	multidrug resistance-associated protein 9	"multidrug resistance-associated protein, putative, expressed"
bradi5g19820.1|pacid:21825927	-1.23973284	131.4532194	0.168639748	-7.351367962	1.96E-13	6.99E-12			expressed protein
bradi5g19960.1|pacid:21824699	3.312356816	46.68500259	0.324766495	10.199195	2.00E-24	2.24E-22		RING/U-box superfamily protein	"RING-H2 finger protein ATL5G, putative, expressed"
bradi5g19970.1|pacid:21825284	1.144503723	1337.001247	0.171234589	6.683834895	2.33E-11	6.14E-10	GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein	"RNA recognition motif containing protein, putative, expressed"
bradi5g19980.1|pacid:21824730	1.329120966	622.5916734	0.384964325	3.452582175	0.000555248	0.003039238		PLATZ transcription factor family protein	"zinc-binding protein, putative, expressed"
bradi5g20012.1|pacid:21825070	-1.184304982	291.7586322	0.210691138	-5.62104791	1.90E-08	3.10E-07		Plant protein of unknown function (DUF827)	"protein transport protein-related, putative, expressed"
bradi5g20077.1|pacid:21826697	1.811039376	1.061638949	0.591473448	3.061911539	0.002199284	0.009674499		PIF1 helicase	expressed protein
bradi5g20177.1|pacid:21825365	-1.286234413	468.7005153	0.342030187	-3.760587402	0.000169515	0.001091999	"GO:0055085,GO:0016021"	cation exchanger 1	"sodium/calcium exchanger protein, putative, expressed"
bradi5g20300.1|pacid:21825381	1.748920684	19.89875122	0.356776092	4.902012	9.49E-07	1.10E-05	"GO:0005215,GO:0006857,GO:0016020"	Major facilitator superfamily protein	"peptide transporter PTR2, putative, expressed"
bradi5g20310.1|pacid:21825017	-1.577990535	7.821093648	0.569400513	-2.771319131	0.005582968	0.020752659	"GO:0005215,GO:0006857,GO:0016020"	peptide transporter 2	"peptide transporter PTR2, putative, expressed"
bradi5g20557.1|pacid:21823991	-2.887997476	19.71899653	0.338129708	-8.541093576	1.33E-17	7.86E-16	"GO:0007585,GO:0055114,GO:0005740"	alternative oxidase 1A	"immutans protein, putative, expressed"
bradi5g20677.1|pacid:21825519	1.045128094	8.040568071	0.394850637	2.646894789	0.008123462	0.028238975		F-box/RNI-like superfamily protein	"OsFBX249 - F-box domain containing protein, expressed"
bradi5g20750.1|pacid:21826202	-2.274143124	37.84935183	0.315635702	-7.20496164	5.81E-13	1.93E-11	"GO:0003779,GO:0007010"	villin 4	"villin protein, putative, expressed"
bradi5g20760.1|pacid:21824026	1.575189621	372.9086564	0.293672028	5.363771383	8.15E-08	1.17E-06		RING/U-box superfamily protein	"zinc finger, C3HC4 type domain containing protein, expressed"
bradi5g20827.1|pacid:21826457	-2.752125022	4.449381286	0.537959501	-5.115859128	3.12E-07	4.01E-06		Pectinacetylesterase family protein	"pectinacetylesterase domain containing protein, expressed"
bradi5g20880.1|pacid:21824855	1.140951685	123.4873798	0.227890268	5.006583637	5.54E-07	6.74E-06	GO:0005515	plant intracellular ras group-related LRR 6	"leucine rich repeat containing protein, expressed"
bradi5g20910.1|pacid:21825007	-2.159861079	2.764490347	0.53115034	-4.066383688	4.77E-05	0.000360266			expressed protein
bradi5g20990.1|pacid:21826314	-1.582932327	3.838106701	0.512416753	-3.089150222	0.002007299	0.008965845		myosin heavy chain-related	"DNA repair ATPase-related, putative, expressed"
bradi5g21097.1|pacid:21824285	-1.475068348	23.77583745	0.288245567	-5.117401668	3.10E-07	3.99E-06	"GO:0022857,GO:0055085,GO:0016021"	Major facilitator superfamily protein	"transporter family protein, putative, expressed"
bradi5g21250.1|pacid:21826558	-2.926147669	132.3490266	0.351840821	-8.316680432	9.05E-17	4.81E-15	"GO:0003700,GO:0006355"	ethylene responsive element binding factor 4	"AP2 domain containing protein, expressed"
bradi5g21370.1|pacid:21823825	-1.087788178	16.60507392	0.369965682	-2.940240762	0.003279573	0.013516854		VACUOLAR SORTING RECEPTOR 6	"vacuolar-sorting receptor precursor, putative, expressed"
bradi5g21530.1|pacid:21825746	-1.819486623	2749.630246	0.097098757	-18.73851615	2.40E-78	5.27E-75		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	"LTPL124 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
bradi5g21550.1|pacid:21826402	-1.660254024	6.127981123	0.484920465	-3.423765639	0.000617599	0.003317051	"GO:0008270,GO:0016491,GO:0055114"	cinnamyl alcohol dehydrogenase 9	"dehydrogenase, putative, expressed"
bradi5g21580.1|pacid:21825421	2.732740792	2.762038421	0.577133218	4.735026002	2.19E-06	2.34E-05	"GO:0046873,GO:0030001,GO:0055085,GO:0016020"	zinc transporter 1 precursor	"metal cation transporter, putative, expressed"
bradi5g21620.1|pacid:21824570	1.032195239	12.79731538	0.372898857	2.768030041	0.005639626	0.020931728		"Cell differentiation, Rcd1-like protein"	expressed protein
bradi5g21677.1|pacid:21824924	1.263028231	373.4231617	0.203542168	6.205241116	5.46E-10	1.18E-08	"GO:0015079,GO:0071805,GO:0016020"	K+ uptake permease 11	"potassium transporter, putative, expressed"
bradi5g21790.1|pacid:21826444	-1.397124656	3.055547875	0.554333488	-2.52036849	0.011723204	0.037926994		Heavy metal transport/detoxification superfamily protein 	"heavy metal-associated domain containing protein, expressed"
bradi5g21870.2|pacid:21824499	-1.082103963	106.0115232	0.157461361	-6.872187298	6.32E-12	1.82E-10	"GO:0004672,GO:0005524,GO:0006468,GO:0005515"	Leucine-rich repeat transmembrane protein kinase	"SHR5-receptor-like kinase, putative, expressed"
bradi5g21880.1|pacid:21824959	1.424638561	15.46116868	0.428501018	3.324702861	0.000885128	0.00452291		SAUR-like auxin-responsive protein family 	"OsSAUR21 - Auxin-responsive SAUR gene family member, expressed"
bradi5g21895.1|pacid:21824508	-1.270986575	41.06803033	0.309632786	-4.104819108	4.05E-05	0.000311338			expressed protein
bradi5g21930.1|pacid:21824020	-1.47249545	56.6303906	0.242847325	-6.063461676	1.33E-09	2.70E-08	"GO:0016491,GO:0008152,GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0009058,GO:0008831,GO:0045226,GO:0006012,GO:0003978"	NAD(P)-binding Rossmann-fold superfamily protein	"NAD dependent epimerase/dehydratase family domain containing protein, expressed"
bradi5g21960.1|pacid:21826676	-2.681722438	2.914536081	0.589678027	-4.547774065	5.42E-06	5.30E-05	"GO:0004672,GO:0005524,GO:0006468,GO:0005515"	Leucine-rich receptor-like protein kinase family protein	"leucine-rich repeat receptor protein kinase EXS precursor, putative, expressed"
bradi5g22040.1|pacid:21823955	-2.182533768	17.5565809	0.416794502	-5.236474468	1.64E-07	2.22E-06	"GO:0004672,GO:0005524,GO:0006468"	hercules receptor kinase 2	"TKL_IRAK_CrRLK1L-1.9 - The CrRLK1L-1 subfamily has homology to the CrRLK1L homolog, expressed"
bradi5g22220.2|pacid:21826076	1.51303587	5461.8205	0.228921328	6.609414174	3.86E-11	9.83E-10	"GO:0009055,GO:0016491,GO:0055114"	polyamine oxidase 2	"CPuORF12 - conserved peptide uORF-containing transcript, expressed"
bradi5g22260.1|pacid:21825138	1.167373358	32.90405299	0.280180106	4.166510511	3.09E-05	0.000245317	"GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021"	Major facilitator superfamily protein	"POT family protein, expressed"
bradi5g22630.1|pacid:21824785	1.292155308	7.073364139	0.451499945	2.861916869	0.004210873	0.016536852	GO:0003723	Arabidopsis thaliana protein of unknown function (DUF794)	"APO, putative, expressed"
bradi5g22707.1|pacid:21825244	1.350697151	32.87964557	0.309527421	4.363739886	1.28E-05	0.000112966	"GO:0019901,GO:0000079"	cyclin p2;1	"cyclin, putative, expressed"
bradi5g22770.1|pacid:21824930	1.823686569	106.3797729	0.236438231	7.71316281	1.23E-14	5.03E-13	"GO:0045454,GO:0015035,GO:0009055,GO:0006662"	C-terminal cysteine residue is changed to a serine 1	"thioredoxin, putative, expressed"
bradi5g22820.2|pacid:21824156	3.193241069	485.5819374	0.217162112	14.70441153	6.04E-49	3.22E-46	"GO:0016491,GO:0008152,GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0009058"	NAD(P)-binding Rossmann-fold superfamily protein	"leucoanthocyanidin reductase, putative, expressed"
